NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-10 20:09:41

BUY SIGNALS (704):
  HDFCBANK.NS     | Price:  817.55 | Entry:   801.2 | Target:  891.30 | Risk: LOW       
  BRIGADE.NS      | Price:  534.00 | Entry:  523.32 | Target:  642.88 | Risk: LOW       
  WELCORP.NS      | Price: 1601.90 | Entry: 1569.86 | Target: 1884.24 | Risk: LOW       
  ANGELONE.NS     | Price:  341.10 | Entry:  334.28 | Target:  393.33 | Risk: LOW       
  KARURVYSYA.NS   | Price:  295.65 | Entry:  289.74 | Target:  336.90 | Risk: LOW       
  AADHARHFC.NS    | Price:  531.60 | Entry:  520.97 | Target:  620.22 | Risk: LOW       
  IIFL.NS         | Price:  544.70 | Entry:  533.81 | Target:  640.68 | Risk: LOW       
  CREDITACC.NS    | Price: 1546.10 | Entry: 1515.18 | Target: 1799.74 | Risk: LOW       
  URBANCO.NS      | Price:  136.97 | Entry:  134.23 | Target:  160.92 | Risk: LOW       
  ATHERENERG.NS   | Price: 1218.40 | Entry: 1194.03 | Target: 1456.56 | Risk: LOW       
  ABREL.NS        | Price: 1404.00 | Entry: 1375.92 | Target: 1665.25 | Risk: LOW       
  ANANTRAJ.NS     | Price:  569.45 | Entry:  558.06 | Target:  659.97 | Risk: LOW       
  ECLERX.NS       | Price: 1556.40 | Entry: 1525.27 | Target: 1857.44 | Risk: LOW       
  SCHNEIDER.NS    | Price: 1485.20 | Entry:  1455.5 | Target: 1831.81 | Risk: LOW       
  NEULANDLAB.NS   | Price: 19542.00 | Entry: 19151.16 | Target: 22642.00 | Risk: LOW       
  KAJARIACER.NS   | Price: 1215.00 | Entry:  1190.7 | Target: 1365.54 | Risk: LOW       
  APLLTD.NS       | Price:  816.90 | Entry:  800.56 | Target:  938.22 | Risk: LOW       
  JSWCEMENT.NS    | Price:  134.77 | Entry:  132.07 | Target:  149.49 | Risk: LOW       
  SAILIFE.NS      | Price: 1234.40 | Entry: 1209.71 | Target: 1415.01 | Risk: LOW       
  CGCL.NS         | Price:  252.64 | Entry:  247.59 | Target:  292.26 | Risk: LOW       
  ARE&M.NS        | Price:  869.50 | Entry:  852.11 | Target:  985.29 | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13047.00 | Entry: 12786.06 | Target: 14364.49 | Risk: LOW       
  FIVESTAR.NS     | Price:  549.70 | Entry:  538.71 | Target:  644.99 | Risk: LOW       
  PGEL.NS         | Price:  583.70 | Entry:  572.03 | Target:  665.13 | Risk: LOW       
  CUB.NS          | Price:  229.09 | Entry:  224.51 | Target:  268.13 | Risk: LOW       
  CENTURYPLY.NS   | Price:  773.60 | Entry:  758.13 | Target:  870.15 | Risk: LOW       
  BEML.NS         | Price: 1816.10 | Entry: 1779.78 | Target: 2101.56 | Risk: LOW       
  TBOTEK.NS       | Price: 1496.90 | Entry: 1466.96 | Target: 1737.97 | Risk: LOW       
  CONCORDBIO.NS   | Price: 1305.40 | Entry: 1279.29 | Target: 1508.65 | Risk: LOW       
  CPPLUS.NS       | Price: 3644.20 | Entry: 3571.32 | Target: 4321.06 | Risk: LOW       
  UTIAMC.NS       | Price:  984.10 | Entry:  964.42 | Target: 1096.24 | Risk: LOW       
  SOBHA.NS        | Price: 1463.80 | Entry: 1434.52 | Target: 1676.46 | Risk: LOW       
  ACMESOLAR.NS    | Price:  367.80 | Entry:  360.44 | Target:  441.28 | Risk: LOW       
  GABRIEL.NS      | Price: 1254.10 | Entry: 1229.02 | Target: 1490.31 | Risk: LOW       
  CHOICEIN.NS     | Price:  830.45 | Entry:  813.84 | Target:  944.20 | Risk: LOW       
  APTUS.NS        | Price:  279.50 | Entry:  273.91 | Target:  320.21 | Risk: LOW       
  ABDL.NS         | Price:  666.60 | Entry:  653.27 | Target:  784.81 | Risk: LOW       
  CAPLIPOINT.NS   | Price: 2621.40 | Entry: 2568.97 | Target: 3089.29 | Risk: LOW       
  DOMS.NS         | Price: 2322.10 | Entry: 2275.66 | Target: 2636.28 | Risk: LOW       
  NIVABUPA.NS     | Price:   85.74 | Entry:   84.03 | Target:   94.00 | Risk: LOW       
  PARADEEP.NS     | Price:  143.26 | Entry:  140.39 | Target:  165.55 | Risk: LOW       
  CEATLTD.NS      | Price: 3908.50 | Entry: 3830.33 | Target: 4462.86 | Risk: LOW       
  RAINBOW.NS      | Price: 1481.50 | Entry: 1451.87 | Target: 1671.04 | Risk: LOW       
  THELEELA.NS     | Price:  500.60 | Entry:  490.59 | Target:  587.64 | Risk: LOW       
  ZYDUSWELL.NS    | Price:  571.50 | Entry:  560.07 | Target:  699.39 | Risk: LOW       
  CEMPRO.NS       | Price: 1554.10 | Entry: 1523.02 | Target: 1898.67 | Risk: LOW       
  ZENTEC.NS       | Price: 1813.00 | Entry: 1776.74 | Target: 2190.79 | Risk: LOW       
  AAVAS.NS        | Price: 1505.30 | Entry: 1475.19 | Target: 1713.48 | Risk: LOW       
  MINDACORP.NS    | Price:  705.45 | Entry:  691.34 | Target:  809.50 | Risk: LOW       
  GRANULES.NS     | Price:  882.05 | Entry:  864.41 | Target: 1007.44 | Risk: LOW       
  GRAVITA.NS      | Price: 1811.40 | Entry: 1775.17 | Target: 2145.79 | Risk: LOW       
  USHAMART.NS     | Price:  502.20 | Entry:  492.16 | Target:  573.50 | Risk: LOW       
  JINDALSAW.NS    | Price:  272.30 | Entry:  266.85 | Target:  312.92 | Risk: LOW       
  ACUTAAS.NS      | Price: 3458.80 | Entry: 3389.62 | Target: 4155.19 | Risk: LOW       
  RITES.NS        | Price:  222.75 | Entry:  218.29 | Target:  274.91 | Risk: LOW       
  CCL.NS          | Price: 1209.20 | Entry: 1185.02 | Target: 1381.66 | Risk: LOW       
  BLUEJET.NS      | Price:  574.50 | Entry:  563.01 | Target:  688.50 | Risk: LOW       
  CARTRADE.NS     | Price: 2735.20 | Entry:  2680.5 | Target: 3295.52 | Risk: LOW       
  CHENNPETRO.NS   | Price: 1121.70 | Entry: 1099.27 | Target: 1289.20 | Risk: LOW       
  TSFINV.NS       | Price:  473.90 | Entry:  464.42 | Target:  558.04 | Risk: LOW       
  CANHLIFE.NS     | Price:  141.34 | Entry:  138.51 | Target:  160.64 | Risk: LOW       
  SHRIPISTON.NS   | Price: 4246.30 | Entry: 4161.37 | Target: 4957.34 | Risk: LOW       
  ALIVUS.NS       | Price: 1142.90 | Entry: 1120.04 | Target: 1338.83 | Risk: LOW       
  J&KBANK.NS      | Price:  168.41 | Entry:  165.04 | Target:  193.32 | Risk: LOW       
  JUBLINGREA.NS   | Price:  715.50 | Entry:  701.19 | Target:  829.48 | Risk: LOW       
  CANFINHOME.NS   | Price:  916.10 | Entry:  897.78 | Target: 1053.10 | Risk: LOW       
  JKTYRE.NS       | Price:  404.70 | Entry:  396.61 | Target:  466.97 | Risk: LOW       
  SAFARI.NS       | Price: 1622.60 | Entry: 1590.15 | Target: 1835.24 | Risk: LOW       
  INOXINDIA.NS    | Price: 2006.20 | Entry: 1966.08 | Target: 2507.52 | Risk: LOW       
  PRIVISCL.NS     | Price: 3621.30 | Entry: 3548.87 | Target: 4135.44 | Risk: LOW       
  AETHER.NS       | Price: 1485.80 | Entry: 1456.08 | Target: 1814.98 | Risk: LOW       
  AZAD.NS         | Price: 2476.10 | Entry: 2426.58 | Target: 2921.35 | Risk: LOW       
  NAZARA.NS       | Price:  303.80 | Entry:  297.72 | Target:  347.68 | Risk: LOW       
  METROPOLIS.NS   | Price:  560.05 | Entry:  548.85 | Target:  657.34 | Risk: LOW       
  IXIGO.NS        | Price:  204.22 | Entry:  200.14 | Target:  250.48 | Risk: LOW       
  BALRAMCHIN.NS   | Price:  567.45 | Entry:   556.1 | Target:  643.77 | Risk: LOW       
  WESTLIFE.NS     | Price:  497.50 | Entry:  487.55 | Target:  583.00 | Risk: LOW       
  PGHL.NS         | Price: 6612.00 | Entry: 6479.76 | Target: 7405.57 | Risk: LOW       
  ALKYLAMINE.NS   | Price: 1954.60 | Entry: 1915.51 | Target: 2317.38 | Risk: LOW       
  BANCOINDIA.NS   | Price:  673.20 | Entry:  659.74 | Target:  768.81 | Risk: LOW       
  ASKAUTOLTD.NS   | Price:  479.95 | Entry:  470.35 | Target:  547.84 | Risk: LOW       
  SUDARSCHEM.NS   | Price:  941.95 | Entry:  923.11 | Target: 1091.50 | Risk: LOW       
  RHIM.NS         | Price:  402.55 | Entry:   394.5 | Target:  499.69 | Risk: LOW       
  AEQUS.NS        | Price:  258.07 | Entry:  252.91 | Target:  330.39 | Risk: LOW       
  JLHL.NS         | Price: 1464.10 | Entry: 1434.82 | Target: 1643.71 | Risk: LOW       
  ASTRAMICRO.NS   | Price: 1833.10 | Entry: 1796.44 | Target: 2136.81 | Risk: LOW       
  MAPMYINDIA.NS   | Price: 1069.20 | Entry: 1047.82 | Target: 1307.49 | Risk: LOW       
  UJJIVANSFB.NS   | Price:   62.58 | Entry:   61.33 | Target:   73.05 | Risk: LOW       
  HCG.NS          | Price:  652.70 | Entry:  639.65 | Target:  755.09 | Risk: LOW       
  HAPPYFORGE.NS   | Price: 1564.10 | Entry: 1532.82 | Target: 1832.78 | Risk: LOW       
  HONASA.NS       | Price:  471.60 | Entry:  462.17 | Target:  550.69 | Risk: LOW       
  VARROC.NS       | Price:  659.40 | Entry:  646.21 | Target:  774.58 | Risk: LOW       
  BLUESTONE.NS    | Price:  571.75 | Entry:  560.31 | Target:  674.13 | Risk: LOW       
  LLOYDSENT.NS    | Price:   74.58 | Entry:   73.09 | Target:   91.55 | Risk: LOW       
  TI.NS           | Price:  447.00 | Entry:  438.06 | Target:  500.62 | Risk: LOW       
  TTKPRESTIG.NS   | Price:  626.70 | Entry:  614.17 | Target:  763.59 | Risk: LOW       
  MARKSANS.NS     | Price:  277.30 | Entry:  271.75 | Target:  332.66 | Risk: LOW       
  PCJEWELLER.NS   | Price:    9.83 | Entry:    9.63 | Target:   12.66 | Risk: LOW       
  CORONA.NS       | Price: 2022.80 | Entry: 1982.34 | Target: 2374.76 | Risk: LOW       
  APOLLO.NS       | Price:  398.30 | Entry:  390.33 | Target:  509.43 | Risk: LOW       
  PNGJL.NS        | Price:  581.30 | Entry:  569.67 | Target:  671.60 | Risk: LOW       
  HAPPSTMNDS.NS   | Price:  365.60 | Entry:  358.29 | Target:  417.60 | Risk: LOW       
  WEWORK.NS       | Price:  719.15 | Entry:  704.77 | Target:  869.10 | Risk: LOW       
  MAHLIFE.NS      | Price:  368.00 | Entry:  360.64 | Target:  417.30 | Risk: LOW       
  DODLA.NS        | Price: 1119.80 | Entry:  1097.4 | Target: 1290.95 | Risk: LOW       
  DIACABS.NS      | Price:  239.20 | Entry:  234.42 | Target:  293.13 | Risk: LOW       
  GRWRHITECH.NS   | Price: 6922.00 | Entry: 6783.56 | Target: 8197.71 | Risk: LOW       
  BORORENEW.NS    | Price:  651.65 | Entry:  638.62 | Target:  767.15 | Risk: LOW       
  TRIVENI.NS      | Price:  455.05 | Entry:  445.95 | Target:  536.98 | Risk: LOW       
  SHILPAMED.NS    | Price:  622.30 | Entry:  609.85 | Target:  749.28 | Risk: LOW       
  AARTIPHARM.NS   | Price:  702.95 | Entry:  688.89 | Target:  824.83 | Risk: LOW       
  THANGAMAYL.NS   | Price: 6598.50 | Entry: 6466.53 | Target: 8590.46 | Risk: LOW       
  RUSTOMJEE.NS    | Price:  421.45 | Entry:  413.02 | Target:  506.93 | Risk: LOW       
  AKUMS.NS        | Price:  658.20 | Entry:  645.04 | Target:  759.64 | Risk: LOW       
  ETHOSLTD.NS     | Price: 2526.40 | Entry: 2475.87 | Target: 2906.51 | Risk: LOW       
  PNCINFRA.NS     | Price:  241.53 | Entry:   236.7 | Target:  275.06 | Risk: LOW       
  FDC.NS          | Price:  432.10 | Entry:  423.46 | Target:  498.05 | Risk: LOW       
  TMB.NS          | Price:  769.20 | Entry:  753.82 | Target:  892.99 | Risk: LOW       
  TIPSMUSIC.NS    | Price:  711.15 | Entry:  696.93 | Target:  822.54 | Risk: LOW       
  SFL.NS          | Price:  752.50 | Entry:  737.45 | Target:  885.87 | Risk: LOW       
  GANESHHOU.NS    | Price:  866.15 | Entry:  848.83 | Target: 1021.78 | Risk: LOW       
  WELENT.NS       | Price:  614.00 | Entry:  601.72 | Target:  708.76 | Risk: LOW       
  RATEGAIN.NS     | Price:  941.75 | Entry:  922.91 | Target: 1112.48 | Risk: LOW       
  EPL.NS          | Price:  239.49 | Entry:   234.7 | Target:  273.90 | Risk: LOW       
  JUSTDIAL.NS     | Price:  546.60 | Entry:  535.67 | Target:  622.05 | Risk: LOW       
  THYROCARE.NS    | Price:  535.55 | Entry:  524.84 | Target:  648.98 | Risk: LOW       
  EQUITASBNK.NS   | Price:   78.17 | Entry:   76.61 | Target:   90.28 | Risk: LOW       
  CUPID.NS        | Price:  210.01 | Entry:  205.81 | Target:  263.64 | Risk: LOW       
  PARKHOSPS.NS    | Price:  290.15 | Entry:  284.35 | Target:  344.85 | Risk: LOW       
  PRICOLLTD.NS    | Price:  618.20 | Entry:  605.84 | Target:  701.93 | Risk: LOW       
  PURVA.NS        | Price:  219.78 | Entry:  215.38 | Target:  249.47 | Risk: LOW       
  UTLSOLAR.NS     | Price:  364.50 | Entry:  357.21 | Target:  440.84 | Risk: LOW       
  SUPRAJIT.NS     | Price:  495.65 | Entry:  485.74 | Target:  566.79 | Risk: LOW       
  VMART.NS        | Price:  779.60 | Entry:  764.01 | Target:  902.40 | Risk: LOW       
  CRAMC.NS        | Price:  253.99 | Entry:  248.91 | Target:  284.61 | Risk: LOW       
  SHARDAMOTR.NS   | Price:  871.35 | Entry:  853.92 | Target: 1017.37 | Risk: LOW       
  PICCADIL.NS     | Price:  649.45 | Entry:  636.46 | Target:  750.38 | Risk: LOW       
  INDIAGLYCO.NS   | Price: 1042.70 | Entry: 1021.85 | Target: 1238.00 | Risk: LOW       
  TEXRAIL.NS      | Price:  113.71 | Entry:  111.44 | Target:  136.50 | Risk: LOW       
  SKIPPER.NS      | Price:  548.05 | Entry:  537.09 | Target:  648.21 | Risk: LOW       
  SENCO.NS        | Price:  348.65 | Entry:  341.68 | Target:  415.79 | Risk: LOW       
  FISCHER.NS      | Price:   38.09 | Entry:   37.33 | Target:   48.25 | Risk: LOW       
  STYL.NS         | Price:  360.70 | Entry:  353.49 | Target:  437.54 | Risk: LOW       
  INDIGOPNTS.NS   | Price: 1041.00 | Entry: 1020.18 | Target: 1235.68 | Risk: LOW       
  TVSSCS.NS       | Price:  141.37 | Entry:  138.54 | Target:  165.31 | Risk: LOW       
  BANSALWIRE.NS   | Price:  327.10 | Entry:  320.56 | Target:  406.58 | Risk: LOW       
  AGI.NS          | Price:  710.10 | Entry:   695.9 | Target:  819.74 | Risk: LOW       
  UNIMECH.NS      | Price: 1212.40 | Entry: 1188.15 | Target: 1491.45 | Risk: LOW       
  DYNAMATECH.NS   | Price: 10845.00 | Entry: 10628.1 | Target: 13011.43 | Risk: LOW       
  OPTIEMUS.NS     | Price:  563.55 | Entry:  552.28 | Target:  691.89 | Risk: LOW       
  KRN.NS          | Price: 1211.80 | Entry: 1187.56 | Target: 1458.84 | Risk: LOW       
  DATAMATICS.NS   | Price:  863.80 | Entry:  846.52 | Target: 1017.41 | Risk: LOW       
  EMIL.NS         | Price:  132.01 | Entry:  129.37 | Target:  161.17 | Risk: LOW       
  ROUTE.NS        | Price:  537.90 | Entry:  527.14 | Target:  614.28 | Risk: LOW       
  ITDC.NS         | Price:  728.10 | Entry:  713.54 | Target:  883.62 | Risk: LOW       
  ENTERO.NS       | Price: 1216.40 | Entry: 1192.07 | Target: 1407.51 | Risk: LOW       
  MIDWESTLTD.NS   | Price: 1342.40 | Entry: 1315.55 | Target: 1605.44 | Risk: LOW       
  GREAVESCOT.NS   | Price:  237.23 | Entry:  232.49 | Target:  291.01 | Risk: LOW       
  SUVEN.NS        | Price:  346.75 | Entry:  339.81 | Target:  442.70 | Risk: LOW       
  SKYGOLD.NS      | Price:  623.30 | Entry:  610.83 | Target:  756.16 | Risk: LOW       
  NIITMTS.NS      | Price:  242.10 | Entry:  237.26 | Target:  302.77 | Risk: LOW       
  INNOVACAP.NS    | Price:  990.85 | Entry:  971.03 | Target: 1189.98 | Risk: LOW       
  BALAMINES.NS    | Price: 2364.00 | Entry: 2316.72 | Target: 2954.53 | Risk: LOW       
  NACLIND.NS      | Price:  225.85 | Entry:  221.33 | Target:  307.82 | Risk: LOW       
  SJS.NS          | Price: 2197.80 | Entry: 2153.84 | Target: 2536.03 | Risk: LOW       
  SPARC.NS        | Price:  277.57 | Entry:  272.02 | Target:  339.61 | Risk: LOW       
  SHREEJISPG.NS   | Price:  523.40 | Entry:  512.93 | Target:  593.40 | Risk: LOW       
  PACEDIGITK.NS   | Price:  212.36 | Entry:  208.11 | Target:  265.40 | Risk: LOW       
  VSTIND.NS       | Price:  252.90 | Entry:  247.84 | Target:  273.19 | Risk: LOW       
  RAIN.NS         | Price:  204.36 | Entry:  200.27 | Target:  246.03 | Risk: LOW       
  HEIDELBERG.NS   | Price:  157.01 | Entry:  153.87 | Target:  173.10 | Risk: LOW       
  SGMART.NS       | Price:  659.80 | Entry:   646.6 | Target:  781.34 | Risk: LOW       
  AARTIDRUGS.NS   | Price:  395.35 | Entry:  387.44 | Target:  453.03 | Risk: LOW       
  ZOTA.NS         | Price: 1417.80 | Entry: 1389.44 | Target: 1655.69 | Risk: LOW       
  AVANTEL.NS      | Price:  179.81 | Entry:  176.21 | Target:  216.65 | Risk: LOW       
  EIEL.NS         | Price:  228.39 | Entry:  223.82 | Target:  289.09 | Risk: LOW       
  RAYMONDREL.NS   | Price:  699.75 | Entry:  685.75 | Target:  874.57 | Risk: LOW       
