NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-29 19:15:06

BUY SIGNALS (249):
  ETERNAL.NS      | Price:  254.03 | Entry:  248.95 | Target:  296.67 | Risk: LOW       
  KONSTELEC.NS    | Price:   44.35 | Entry:   43.46 | Target:   55.89 | Risk: LOW       
  SANGANI.NS      | Price:   51.50 | Entry:   50.47 | Target:   58.21 | Risk: LOW       
  AURIGROW.NS     | Price:    0.35 | Entry:    0.34 | Target:    0.41 | Risk: LOW       
  VIAZ.NS         | Price:   62.95 | Entry:   61.69 | Target:   66.59 | Risk: LOW       
  PARTYCRUS.NS    | Price:   90.00 | Entry:    88.2 | Target:  109.16 | Risk: LOW       
  BAWEJA.NS       | Price:   37.30 | Entry:   36.55 | Target:   50.78 | Risk: LOW       
  FCONSUMER.NS    | Price:    0.34 | Entry:    0.33 | Target:    0.36 | Risk: LOW       
  ARISTO.NS       | Price:  116.00 | Entry:  113.68 | Target:  129.64 | Risk: LOW       
  SRIVASAVI.NS    | Price:   59.00 | Entry:   57.82 | Target:   74.86 | Risk: LOW       
  AMEYA.NS        | Price:  113.60 | Entry:  111.33 | Target:  127.15 | Risk: LOW       
  MARCO.NS        | Price:   40.00 | Entry:    39.2 | Target:   48.11 | Risk: LOW       
  HOMESFY.NS      | Price:  154.75 | Entry:  151.66 | Target:  175.88 | Risk: LOW       
  VELS.NS         | Price:   68.35 | Entry:   66.98 | Target:   77.01 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   17.16 | Entry:   16.82 | Target:   24.52 | Risk: LOW       
  SYNOPTICS.NS    | Price:   61.50 | Entry:   60.27 | Target:   74.87 | Risk: LOW       
  ASLIND.NS       | Price:  110.00 | Entry:   107.8 | Target:  125.21 | Risk: LOW       
  BIRDYS.NS       | Price:  140.65 | Entry:  137.84 | Target:  157.76 | Risk: LOW       
  SWASTIK.NS      | Price:   20.70 | Entry:   20.29 | Target:   27.24 | Risk: LOW       
  JAIPURKURT.NS   | Price:   32.34 | Entry:   31.69 | Target:   42.64 | Risk: LOW       
  GRAPHISAD.NS    | Price:   36.30 | Entry:   35.57 | Target:   43.35 | Risk: LOW       
  DURLAX.NS       | Price:   49.45 | Entry:   48.46 | Target:   61.68 | Risk: LOW       
  SERVICE.NS      | Price:   56.00 | Entry:   54.88 | Target:   61.25 | Risk: LOW       
  DHANLAXMI.NS    | Price:   33.70 | Entry:   33.03 | Target:   44.25 | Risk: LOW       
  PRESSTONIC.NS   | Price:   47.45 | Entry:    46.5 | Target:   60.63 | Risk: LOW       
  CADSYS.NS       | Price:   63.10 | Entry:   61.84 | Target:   78.26 | Risk: LOW       
  BABAFP.NS       | Price:   27.50 | Entry:   26.95 | Target:   31.21 | Risk: LOW       
  AUROIMPEX.NS    | Price:   34.00 | Entry:   33.32 | Target:   39.57 | Risk: LOW       
  RCDL.NS         | Price:   24.00 | Entry:   23.52 | Target:   26.00 | Risk: LOW       
  SIMBHALS.NS     | Price:   10.27 | Entry:   10.06 | Target:   12.53 | Risk: LOW       
  DKEGL.NS        | Price:   78.50 | Entry:   76.93 | Target:   92.39 | Risk: LOW       
  RULKA.NS        | Price:  105.90 | Entry:  103.78 | Target:  143.86 | Risk: LOW       
  UCL.NS          | Price:  120.10 | Entry:   117.7 | Target:  131.78 | Risk: LOW       
  AGNI.NS         | Price:   22.00 | Entry:   21.56 | Target:   25.73 | Risk: LOW       
  PROLIFE.NS      | Price:   65.20 | Entry:    63.9 | Target:   76.86 | Risk: LOW       
  UMA.NS          | Price:   21.00 | Entry:   20.58 | Target:   24.87 | Risk: LOW       
  HRHNEXT.NS      | Price:   30.05 | Entry:   29.45 | Target:   41.84 | Risk: LOW       
  KONTOR.NS       | Price:   79.90 | Entry:    78.3 | Target:   98.22 | Risk: LOW       
  AGARWALFT.NS    | Price:   38.75 | Entry:   37.98 | Target:   45.41 | Risk: LOW       
  MEDIORG.NS      | Price:   30.05 | Entry:   29.45 | Target:   37.98 | Risk: LOW       
  TRIDHYA.NS      | Price:   10.85 | Entry:   10.63 | Target:   13.15 | Risk: LOW       
  MONOPHARMA.NS   | Price:   13.10 | Entry:   12.84 | Target:   15.65 | Risk: LOW       
  NEUEON.NS       | Price:   19.50 | Entry:   19.11 | Target:   20.94 | Risk: LOW       
  ASPIRE.NS       | Price:   16.20 | Entry:   15.88 | Target:   19.34 | Risk: LOW       
  VSCL.NS         | Price:   26.70 | Entry:   26.17 | Target:   29.56 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    3.13 | Entry:    3.07 | Target:    3.98 | Risk: LOW       
  AILIMITED.NS    | Price:   41.40 | Entry:   40.57 | Target:   46.29 | Risk: LOW       
  MANDEEP.NS      | Price:   22.90 | Entry:   22.44 | Target:   26.67 | Risk: LOW       
  MANAV.NS        | Price:   41.95 | Entry:   41.11 | Target:   48.83 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   41.24 | Entry:   40.42 | Target:   52.30 | Risk: LOW       
  CMRSL.NS        | Price:   73.00 | Entry:   71.54 | Target:   80.14 | Risk: LOW       
  INSPIRE.NS      | Price:   10.55 | Entry:   10.34 | Target:   13.14 | Risk: LOW       
  DHTL.NS         | Price:   44.10 | Entry:   43.22 | Target:   47.22 | Risk: LOW       
  WINNY.NS        | Price:   49.50 | Entry:   48.51 | Target:   53.20 | Risk: LOW       
  SAROJA.NS       | Price:   33.00 | Entry:   32.34 | Target:   36.07 | Risk: LOW       
  RITEZONE.NS     | Price:   22.30 | Entry:   21.85 | Target:   24.98 | Risk: LOW       
  FALCONTECH.NS   | Price:   14.80 | Entry:    14.5 | Target:   20.01 | Risk: LOW       
  ACCORD.NS       | Price:   45.95 | Entry:   45.03 | Target:   56.18 | Risk: LOW       
  SMVD.NS         | Price:   11.50 | Entry:   11.27 | Target:   11.61 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.65 | Entry:    0.64 | Target:    0.77 | Risk: LOW       
  BGLOBAL.NS      | Price:    3.10 | Entry:    3.04 | Target:    3.27 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.42 | Entry:    1.39 | Target:    1.51 | Risk: LOW       
  CLCIND.NS       | Price:   24.81 | Entry:   24.31 | Target:   26.38 | Risk: LOW       

HOLD SIGNALS (2308):
  RELIANCE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HDFCBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARTIARTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICICIBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBIN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INFY.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJFINANCE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDUNILVR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LICI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LT.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARUTI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  M&M.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCLTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOTAKBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNPHARMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AXISBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ULTRACEMCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJFINSV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TITAN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NTPC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIPORTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONGC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIENT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DMART.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSWSTEEL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADANIPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WIPRO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERGRID.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANPAINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
